adjudication_batch,record_id,title,machine_verdict,decision,final_status,final_venue,final_identifier,evidence_url,evidence_note,adjudicated_by,adjudicated_at,corpus_action
B1_COLM,745,HAICOSYSTEM: An Ecosystem for Sandboxing Safety Risks in Human-AI Interactions,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_COLM,Archival published,Conference on Language Modeling,arXiv:2409.16427,https://openreview.net/pdf?id=KI1WQ6rLiy,Final OpenReview manuscript is explicitly marked Published as a conference paper at COLM. The automated downgrade was false because it resolved the arXiv/preprint copy.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize COLM venue; add final OpenReview evidence
B1_ICLR,746,Multimodal Situational Safety,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,arXiv:2410.06172,https://proceedings.iclr.cc/papers/search?q=Multimodal+Situational+Safety,Manual authoritative review located the exact paper in the ICLR conference proceedings and/or a final OpenReview paper marked published as an ICLR conference paper. The automated downgrade was caused by resolving the arXiv/preprint copy rather than the final venue record.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_ICLR,748,AgentHarm A Benchmark for Measuring Harmfulness of LLM Agents,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,arXiv:2410.09024,https://proceedings.iclr.cc/papers/search?q=AgentHarm+A+Benchmark+for+Measuring+Harmfulness+of+LLM+Agents,Manual authoritative review located the exact paper in the ICLR conference proceedings and/or a final OpenReview paper marked published as an ICLR conference paper. The automated downgrade was caused by resolving the arXiv/preprint copy rather than the final venue record.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
A3_upgrades,753,The Task Shield Enforcing Task Alignment to Defend Against Indirect Prompt Injection in LLM Agents,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers),https://doi.org/10.18653/v1/2025.acl-long.1435,https://doi.org/10.18653/v1/2025.acl-long.1435,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 63rd Annual Meeting of the Association for Computational Linguistics (Volume 1: Long Papers)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A3_upgrades,756,Contextual Agent Security A Policy for Every Purpose,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the Workshop on Hot Topics in Operating Systems,https://doi.org/10.1145/3713082.3730378,https://doi.org/10.1145/3713082.3730378,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the Workshop on Hot Topics in Operating Systems', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Workshop/conditional' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A3_upgrades,760,A Survey on Trustworthy LLM Agents: Threats and Countermeasures,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,https://doi.org/10.1145/3711896.3736561,https://doi.org/10.1145/3711896.3736561,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B1_remainder,761,Towards Trustworthy GUI Agents: A Survey,DOWNGRADE,SET_PREPRINT_WRONG_ACL_IDENTIFIER,Preprint/technical report,arXiv preprint,https://arxiv.org/abs/2503.23434,https://arxiv.org/abs/2503.23434,The stored ACL DOI 2025.findings-acl.1158 belongs to the different paper “GUI Agents: A Survey.” Author/community and DBLP records list “Towards Trustworthy GUI Agents: A Survey” as arXiv/CoRR; no final ACL publication was located.,ChatGPT-assisted manual evidence review,2026-09-13,set preprint/technical report; replace incorrect ACL DOI with arXiv identifier
A3_upgrades,766,Inherent and emergent liability issues in LLM-based agentic systems a principal-agent perspective,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the 1st Workshop for Research on Agent Language Models (REALM 2025),https://doi.org/10.18653/v1/2025.realm-1.9,https://doi.org/10.18653/v1/2025.realm-1.9,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the 1st Workshop for Research on Agent Language Models (REALM 2025)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
B1_remainder,771,IP Leakage Attacks Targeting LLM-Based Multi-Agent Systems,DOWNGRADE,SET_PREPRINT_NO_ARCHIVAL_EVIDENCE,Preprint/technical report,arXiv preprint,https://arxiv.org/abs/2505.12442,https://arxiv.org/abs/2505.12442,Manual search found only the arXiv/CoRR record for IP Leakage Attacks; no authoritative final venue or acceptance record was located.,ChatGPT-assisted manual evidence review,2026-09-13,set preprint/technical report; remove unsupported accepted status
A1,774,From Prompt Injections to Protocol Exploits: Threats in LLM-Powered AI Agents Workflows,VENUE_MISSING,SET_ARCHIVAL_PUBLISHED,Archival published,ICT Express,https://doi.org/10.1016/j.icte.2025.12.001,https://www.sciencedirect.com/science/article/pii/S2405959525001997,"ScienceDirect lists the article in ICT Express, volume 12 issue 2, April 2026, pages 353-383, DOI 10.1016/j.icte.2025.12.001. It is published, not merely accepted, and the missing venue can be filled.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set venue ICT Express; set DOI identifier
B1_remainder,777,Demonstrations of Integrity Attacks in Multi-Agent Systems,DOWNGRADE,SET_PREPRINT_NO_ARCHIVAL_EVIDENCE,Preprint/technical report,arXiv preprint,https://arxiv.org/abs/2506.04572,https://arxiv.org/abs/2506.04572,"Manual search found arXiv/CoRR plus an anonymous ACL submission, but no evidence of final acceptance/publication.",ChatGPT-assisted manual evidence review,2026-09-13,set preprint/technical report; remove unsupported accepted status
B1_remainder,779,Simple Prompt Injection Attacks Can Leak Personal Data Observed by LLM Agents During Task Execution,DOWNGRADE,SET_PREPRINT_NO_ARCHIVAL_EVIDENCE,Preprint/technical report,arXiv preprint,https://arxiv.org/abs/2506.01055,https://arxiv.org/abs/2506.01055,Manual search and DBLP locate only the arXiv/CoRR version; no authoritative final venue or acceptance record was located.,ChatGPT-assisted manual evidence review,2026-09-13,set preprint/technical report; remove unsupported accepted status
A1,782,"Model Context Protocol (MCP): Landscape, Security Threats, and Future Research Directions",VENUE_MISMATCH,RETAIN_ARCHIVAL_CORRECT_VENUE,Archival published,ACM Transactions on Software Engineering and Methodology,https://doi.org/10.1145/3796519,https://doi.org/10.1145/3796519,"Crossref/OpenAlex identify the exact DOI as a journal article in ACM Transactions on Software Engineering and Methodology. 'ACM Digital Library' is a platform, not the publication venue.",ChatGPT-assisted manual evidence review,2026-09-13,keep status; correct venue to ACM TOSEM
B1_remainder,783,AprielGuard,DOWNGRADE,SET_PREPRINT_NO_ARCHIVAL_EVIDENCE,Preprint/technical report,arXiv preprint,https://arxiv.org/abs/2512.20293,https://arxiv.org/abs/2512.20293,Manual search located AprielGuard on arXiv but no authoritative archival venue or final acceptance record.,ChatGPT-assisted manual evidence review,2026-09-13,set preprint/technical report; remove unsupported accepted status
A1,785,Web Fraud Attacks Against LLM-Driven Multi-Agent Systems,VENUE_MISSING,SET_ARCHIVAL_PUBLISHED,Archival published,Findings of the Association for Computational Linguistics: ACL 2026,https://aclanthology.org/2026.findings-acl.686/,https://aclanthology.org/2026.findings-acl.686/,"ACL Anthology lists the exact paper in Findings of the Association for Computational Linguistics: ACL 2026, pages 14020-14034, July 2026, DOI 10.18653/v1/2026.findings-acl.686. It is published, so both status and missing venue can be finalized.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set venue and identifier
B1_remainder,786,SMCP: Secure Model Context Protocol,DOWNGRADE,SET_PREPRINT_NO_ARCHIVAL_EVIDENCE,Preprint/technical report,arXiv preprint,https://arxiv.org/abs/2602.01129,https://arxiv.org/abs/2602.01129,Manual search located SMCP on arXiv but no authoritative archival venue or final acceptance record.,ChatGPT-assisted manual evidence review,2026-09-13,set preprint/technical report; remove unsupported accepted status
B1_ICLR,787,MCP SECURITY BENCH (MSB)- BENCHMARKING ATTACKS AGAINST MODEL CONTEXT PROTOCOL IN LLM AGENTS,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_ICLR,Archival published,International Conference on Learning Representations,arXiv:2504.03767,https://proceedings.iclr.cc/papers/search?q=MCP+SECURITY+BENCH+%28MSB%29-+BENCHMARKING+ATTACKS+AGAINST+MODEL+CONTEXT+PROTOCOL+IN+LLM+AGENTS,Manual authoritative review located the exact paper in the ICLR conference proceedings and/or a final OpenReview paper marked published as an ICLR conference paper. The automated downgrade was caused by resolving the arXiv/preprint copy rather than the final venue record.,ChatGPT-assisted manual evidence review,2026-09-13,keep Archival published; retain/normalize ICLR venue; add authoritative proceedings evidence
B1_remainder,788,ADAM: A Systematic Data Extraction Attack on Agent Memory via Adaptive Querying,DOWNGRADE,SET_PREPRINT_UNDER_REVIEW,Preprint/technical report,arXiv preprint,https://arxiv.org/abs/2604.09747,https://arxiv.org/abs/2604.09747,"ADAM is on arXiv; the located ICLR 2026 OpenReview manuscript explicitly says “Under review as a conference paper at ICLR 2026,” not accepted/published.",ChatGPT-assisted manual evidence review,2026-09-13,set preprint/technical report; remove unsupported accepted status
B1_remainder,789,SnapGuard: Lightweight Prompt Injection Detection for Screenshot-Based Web Agents,DOWNGRADE,SET_PREPRINT_NO_ARCHIVAL_EVIDENCE,Preprint/technical report,arXiv preprint,https://arxiv.org/abs/2604.25562,https://arxiv.org/abs/2604.25562,DBLP classifies SnapGuard as CoRR/informal and manual search found no authoritative final venue or acceptance record.,ChatGPT-assisted manual evidence review,2026-09-13,set preprint/technical report; remove unsupported accepted status
A2_openreview,791,Foundational Challenges in Assuring Alignment and Safety of Large Language Models,DOWNGRADE,RETAIN_ARCHIVAL_OFFICIAL_TMLR,Archival published,Transactions on Machine Learning Research,https://openreview.net/forum?id=oVTkOs8Pka,https://openreview.net/forum?id=oVTkOs8Pka,"The official OpenReview identifier is the TMLR paper, and DBLP indexes the exact work as a Transactions on Machine Learning Research 2024 journal article. Automated downgrade is false because the resolver retained only the arXiv/preprint signal.",ChatGPT-assisted manual evidence review,2026-09-13,keep archival published; retain TMLR venue and OpenReview identifier
A3_upgrades,793,World Models: The Safety Perspective,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,2024 IEEE 35th International Symposium on Software Reliability Engineering Workshops (ISSREW),https://doi.org/10.1109/issrew63542.2024.00104,https://doi.org/10.1109/issrew63542.2024.00104,"Exact/near-exact title match with a strong archival DOI and archival container '2024 IEEE 35th International Symposium on Software Reliability Engineering Workshops (ISSREW)', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Workshop/conditional' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
A3_upgrades,806,Promoting Sustainable Web Agents Benchmarking and Estimating Energy Consumption Through Empirical and Theoretical Analysis,UPGRADE,SET_ARCHIVAL_PUBLISHED_STRONG_TITLE_DOI,Archival published,Proceedings of the AAAI Conference on Artificial Intelligence,https://doi.org/10.1609/aaai.v40i45.41221,https://doi.org/10.1609/aaai.v40i45.41221,"Exact/near-exact title match with a strong archival DOI and archival container 'Proceedings of the AAAI Conference on Artificial Intelligence', corroborated by the v2.2 Crossref/OpenAlex verification evidence. Upgrade the register from 'Preprint/technical report' to archival published.",ChatGPT-assisted manual evidence review,2026-09-13,set status Archival published; set archival venue and identifier
